19,0441
17,9123
18,8885
18,1213
16,6084
19,9034
18,4803
19,9352
18,9417
17,8279
20,3362
0,990517
20,0501
20,5815
18,5117
1,09466
0,833601
1,1042
19,7584
1,00969
20,3789
0,714232
1,1092
19,518
0,883807
19,9222
18,426
20,023
19,1226
18,0599
19,7672
17,9534
20,2987
19,615
18,4324
21,0289
18,5505
20,27
19,5375
18,8189
21,07
19,3508
21,7506
19,0666
18,2619
20,9872
20,2231
21,9026
19,4273
18,7859
20,7379
19,4688
20,4938
19,6019
19,1061
21,3157
19,9301
20,6396
20,0833
19,5978
21,4497
19,8748
20,768
20,1057
19,518
21,3165
20,6397
20,771
19,7472
19,1494
20,8891
19,9438
20,849
19,0831
18,8054
21,0975
19,9964
21,0016
20,8089
19,1125
21,437
21,0621
21,4008
20,6953
19,4184
21,5695
20,9804
21,8097
22,8312
19,6954
21,6215
20,8802
21,1638
22,3003
19,5688
21,4613
20,6069
20,9496
20,6629
19,9225
21,2319
20,5361
21,5346
21,4995
20,3224
20,9942
20,5567
21,3163
21,4973
20,6878
21,2512
20,3847
20,9556
21,1298
19,7597
21,6101
20,7415
21,4789
20,7583
19,3831
21,0804
20,496
20,8026
20,6166
18,7529
