0,597132
0,639795
0,679484
0,589384
0,647451
0,595988
0,630015
0,594902
0,636178
0,676333
0,0117519
0,0105362
0,000798148
0,0187986
0,0049292
0,0159025
0,00455436
0,0150024
0,0109326
0,000520668
0,000746954
0,000378261
0,000878116
0,0165584
0,000499157
0,931564
0,847766
0,902635
0,654062
0,659836
0,958191
0,666219
0,67126
0,68061
0,610877
0,639102
0,68083
1,59036
0,6495
0,619077
0,781975
0,62601
0,644405
0,732982
0,810986
0,86825
0,00249746
0,954864
0,994762
0,669991
0,81263
1,05855
0,86172
0,695222
0,65123
0,701205
0,624402
0,75063
0,739216
0,832696
0,647388
1,24516
0,757241
0,661566
0,804952
0,660197
0,711825
0,75562
1,60354
0,813689
1,09853
0,77839
0,715493
0,696157
0,740272
0,717142
0,675746
1,39133
0,643394
0,691058
0,688984
0,658368
0,640183
0,665583
0,796995
0,667405
0,694906
1,05636
0,811956
0,659486
0,789175
1,01464
0,669473
0,78563
0,675746
0,662669
0,824309
1,26542
0,928913
0,716927
0,65355
0,907015
0,707798
0,804449
1,11317
1,10364
0,768584
0,806492
0,672093
0,864678
0,641951
0,761188
0,634217
0,65776
0,987476
0,669991
1,11102
0,70452
0,661359
0,92983
0,661226
0,819134
0,652851
1,02247
0,677928
