22,1536
26,1512
25,0782
25,263
27,5287
25,2344
25,0247
25,2702
25,0675
27,044
25,2766
22,4848
24,4957
24,4553
23,8752
27,0052
25,1126
24,0863
23,9927
27,2201
20,2314
23,8651
26,1012
23,2059
22,5198
19,0146
24,2109
28,4237
22,1417
17,6916
14,9957
22,6043
19,6338
18,0315
16,5805
16,7169
18,0638
19,7931
24,602
23,0783
18,7972
17,4919
17,1053
16,4025
18,3535
16,7851
15,2643
18,0885
17,1863
17,5097
13,3559
16,1968
14,0855
16,9444
17,96
17,5247
16,7487
16,3139
16,498
13,5556
13,7136
12,2139
14,6284
16,2799
14,6654
12,9071
11,8445
14,3363
15,4903
12,3791
15,9654
15,4181
13,8769
14,4091
13,6582
10,4402
10,4357
10,482
12,1604
10,2529
10,0749
11,2106
10,6676
13,6639
11,0042
10,4467
13,7577
12,5062
10,5227
9,97427
10,5529
13,6729
12,8634
10,9521
10,0453
12,3682
14,7943
13,0185
10,865
10,1985
9,4838
9,22586
9,36395
11,0418
9,54768
9,31256
9,34526
9,44825
9,64611
9,10389
9,42866
13,1349
9,55125
10,2418
9,37511
9,59747
9,15152
9,49272
11,3298
9,68936
9,39201
11,5564
10,498
10,7847
9,46146
