0,757395
0,616091
0,646946
0,637999
0,809454
0,730213
0,686545
0,797771
0,715704
0,740441
0,828968
0,708126
0,917262
0,68886
0,827867
0,737654
0,270438
1,01462
0,807267
0,735576
0,653061
0,132436
0,709514
0,746666
0,699286
0,702664
0,771929
0,800079
0,756292
0,628657
0,712908
0,666991
0,772852
0,739554
0,727268
0,719662
0,702421
0,787335
0,68988
0,751753
0,790242
0,701314
0,833355
0,784025
0,751187
0,722726
0,743287
0,680444
0,69242
0,812501
0,788253
0,946286
0,903337
0,749712
0,83495
0,969067
0,892534
0,92785
0,781729
0,818851
0,982811
0,739816
0,896869
0,76159
0,761304
0,75778
0,766224
0,799143
0,753542
0,730974
0,766528
0,724025
0,799288
0,735633
0,78872
0,733108
0,751847
0,784524
0,891362
0,818082
0,816781
0,773215
0,828313
0,821192
0,779073
0,779147
0,77207
0,728434
0,928825
0,927349
0,867223
0,884714
0,883771
0,915133
0,771149
0,797777
0,670757
0,83381
0,793475
0,746077
0,781385
0,80388
0,709249
0,751022
0,844227
0,813865
0,739606
0,89995
0,873538
0,683408
0,839731
0,926114
0,740981
0,807353
0,855923
0,690846
0,734447
0,731022
0,883134
0,839198
0,768625
0,780576
0,814353
0,831308
0,885146
