1,46898
1,42566
1,40823
1,43336
1,60452
1,97408
1,51371
1,6652
1,54461
1,49897
1,35971
1,34334
1,36644
1,47021
1,49704
1,39916
1,4436
1,40796
1,48215
1,41961
1,42532
0,00419419
1,41974
1,51146
1,48202
1,45411
1,4598
1,55678
1,53545
1,38676
1,55608
1,45777
1,99466
1,40428
1,43489
1,39138
1,41164
1,45489
1,45417
1,42045
1,44145
1,38896
1,49744
1,40253
1,56175
1,70377
1,9201
1,67087
1,8921
1,63772
1,46193
1,40335
1,49851
1,55596
1,42502
2,01864
1,4203
1,46301
1,68561
1,41995
1,50361
1,73071
1,36166
1,41317
1,37531
1,49475
1,49961
1,47087
1,45018
1,47519
1,45051
1,44566
1,45066
1,95293
1,46898
1,4652
1,41859
1,48411
1,52908
1,79568
1,42088
1,80347
1,49001
2,10033
1,95527
1,47765
2,04767
1,91848
1,43335
2,31688
1,4335
1,65092
1,98293
1,6058
1,53039
1,57172
1,40432
1,51485
1,48135
1,44042
1,36395
1,54353
1,89749
1,34489
1,88142
1,49273
1,45722
1,57977
1,56347
1,76974
1,42956
1,63947
1,71284
1,50528
1,68752
1,37162
1,57819
1,53145
1,57162
1,55139
1,52508
1,76268
1,46385
1,49758
1,76099
