2,4799
2,38177
2,78827
3,05093
2,57626
2,55104
2,58847
2,64392
2,6661
2,69139
2,51319
2,6143
2,69317
2,5696
2,70607
2,21121
0,933905
2,24238
2,70053
2,72059
2,28077
0,261529
2,72322
2,5854
2,5875
2,09734
2,1247
2,30725
2,24142
2,44785
2,13263
2,25854
2,61395
2,51451
2,79369
2,31851
2,28013
2,64414
2,46464
2,6306
2,40199
2,37252
2,65639
2,78636
2,89039
2,45989
2,50085
2,25566
2,94693
2,51211
2,47581
1,98832
2,33469
1,98127
2,18467
2,4952
2,08397
2,39417
2,14813
1,873
2,22335
2,02885
2,74926
2,07434
2,17936
2,46211
2,14006
2,45305
2,24207
2,28342
2,24378
2,21218
2,37821
2,40239
2,24756
2,2279
1,94149
2,52466
2,75699
2,53839
2,5071
2,31904
2,09928
2,81809
2,20452
2,098
2,41714
2,29154
2,30373
1,89586
2,1532
1,93186
2,51769
1,95955
1,91964
1,97259
1,83631
2,31697
1,95751
1,96513
1,91486
1,79505
2,04457
2,03545
2,26759
1,89804
2,10983
2,2798
2,43624
2,76151
2,40218
2,00845
2,32129
2,40021
2,48479
2,38666
2,13397
2,1318
2,49851
2,34083
2,11517
2,64556
2,25645
2,38853
2,18647
