3,03519
2,95801
3,05708
2,96441
3,08857
3,17834
3,10878
3,071
3,14399
3,06314
2,93323
3,05429
2,9384
3,24402
2,99609
2,92225
3,03594
3,27491
3,04943
3,05283
3,09587
2,95871
3,12992
3,07341
3,0169
3,06344
3,1349
3,23728
3,14958
3,16039
3,18537
3,0844
2,96532
3,01691
3,28115
2,96902
3,26682
3,14226
3,0684
3,09385
3,1125
3,11868
3,12975
3,13991
3,11649
2,89414
2,89219
3,09091
3,19131
3,15175
3,34259
3,06925
3,10202
3,07372
2,44819
1,47324
1,21145
1,27768
1,32707
1,28219
1,24081
1,19256
1,26154
1,48281
1,17127
1,24514
1,33881
1,3902
1,29022
1,22233
1,27142
1,17299
1,22644
1,17126
1,16689
1,16847
1,17344
1,25006
1,17386
1,24713
1,41284
1,29316
1,33936
1,35242
1,39216
1,43776
1,4359
1,50761
1,79695
1,22981
1,30519
1,19915
1,17944
1,48537
1,18651
1,38917
1,19809
1,21643
1,35314
1,40049
1,54638
1,26719
1,7183
1,17415
1,42352
1,34418
1,43622
1,35441
1,50519
1,3292
1,33337
1,40745
1,24049
1,18931
1,22725
1,28874
1,19263
1,3522
1,28234
1,27759
1,18881
1,24082
1,26599
1,25372
1,29035
