3,50129
3,24374
3,54923
3,4631
3,44822
3,37102
3,2279
3,28285
3,48616
3,49581
3,11608
3,27257
3,35593
3,27657
3,37323
3,22934
3,18423
3,25349
3,36338
3,27715
3,20501
3,28057
3,18421
3,22282
3,20778
3,86668
3,44406
3,58475
3,80428
3,75517
3,30233
3,31659
3,42907
3,28644
3,40442
3,19465
3,89057
3,64591
3,31749
3,65223
3,47319
3,84613
3,20442
3,293
3,22547
3,19825
3,1885
3,19404
3,17462
3,15682
3,27964
3,34828
3,44091
3,3059
3,31911
3,21311
3,20986
3,29001
3,15248
3,16327
3,95547
5,52933
6,02951
3,41013
3,33235
3,31091
3,29742
3,38556
3,35866
3,30898
3,31919
3,49744
3,52656
3,52098
6,83544
3,32813
2,99439
3,21393
3,09498
3,32131
3,10628
3,06687
3,25446
3,12409
2,97651
3,03655
3,02582
3,00754
2,98165
3,08626
2,97371
3,01576
3,216
3,03891
3,07273
3,091
3,05493
3,04607
3,01363
3,10193
3,16713
3,26021
3,17032
3,16272
3,25996
3,30869
3,29797
3,22674
3,15764
3,31184
3,05469
2,97899
3,10838
3,02136
3,24281
2,98637
3,01965
3,12939
3,05766
3,34827
3,02873
3,06776
3,03018
3,01775
3,10961
